"('NN', 'affirm')","('IN', 'that')","('DT', 'the')","('NN', 'brain')","('NNS', 'controls')"
"('NN', 'function')","('IN', 'of')","('DT', 'the')","('JJ', 'human')","('VBG', 'being')"
"(',', ',')","('IN', 'if')","('DT', 'the')","('NN', 'brain')","('VBZ', 'is')"
"('VBP', 'noise')","('IN', 'above')","('DT', 'the')","('NN', 'limit')","('IN', 'of')"
"('NN', 'limit')","('IN', 'of')","('DT', 'the')","('NN', 'noise')","('IN', 'with')"
"('NN', 'report')","('IN', 'on')","('DT', 'the')","('NNS', 'effects')","('IN', 'of')"
"(',', ',')","('VBZ', 'shows')","('DT', 'the')","('NN', 'disconfort')","('IN', 'of')"
"('IN', 'on')","('IN', 'of')","('DT', 'the')","('NNS', 'resindents')","('VBD', 'showed')"
"('NN', 'night')","('CC', 'and')","('DT', 'the')","('JJ', 'early')","('NN', 'morning')"
"('JJ', 'Many')","('IN', 'of')","('DT', 'the')","('NNS', 'parties')","('NNS', 'parties')"
"('VBN', 'jailed')","('IN', 'because')","('DT', 'the')","('NN', 'noise')","('VBD', 'caused')"
"('NNS', 'people')","('IN', 'around')","('DT', 'the')","('NN', 'world')","('.', '.')"
"('JJ', 'harmful')","('TO', 'to')","('DT', 'the')","('RB', 'well')","('VBG', 'being')"
"('VBG', 'being')","('IN', 'of')","('DT', 'the')","('JJ', 'human')","('NN', 'kind')"
"('NN', 'alteration')","('IN', 'of')","('DT', 'the')","('JJ', 'human')","('NN', 'body')"
"('RP', 'out')","('RB', 'as')","('DT', 'the')","('JJ', 'main')","('NNS', 'problems')"
"('MD', 'should')","('VB', 'respect')","('DT', 'the')","('NNS', 'limits')","('IN', 'of')"
"('NN', 'noise')","('IN', 'than')","('DT', 'the')","('JJ', 'current')","('NNS', 'ones')"
"('CD', 'one')","('IN', 'of')","('DT', 'the')","('NNS', 'things')","('VBP', 'thjat')"
"('VB', 'help')","('VB', 'minimize')","('DT', 'the')","('JJ', 'current')","('NNS', 'rates')"
"('WP', 'what')","('VBZ', 'is')","('DT', 'the')","('RBS', 'most')","('VBG', 'annoying')"
"('MD', 'should')","('VB', 'recognize')","('DT', 'the')","('NN', 'reason')","('WRB', 'why')"
"('NN', 'noise')","('IN', 'from')","('DT', 'the')","('NN', 'train')","('IN', 'at')"
"('DT', 'This')","('VBZ', 'is')","('DT', 'the')","('NN', 'situation')","('IN', 'that')"
"('IN', 'because')","('IN', 'of')","('DT', 'the')","('JJ', 'big')","('NN', 'frustration')"
"('JJ', 'resentful')","('IN', 'about')","('DT', 'the')","('NN', 'cause')","('IN', 'of')"
"('NN', 'cause')","('IN', 'of')","('DT', 'the')","('NN', 'noise')","(',', ',')"
"('VBN', 'convinced')","('IN', 'that')","('DT', 'the')","('NN', 'noise')","('VBZ', 'is')"
"('JJ', 'such')","('IN', 'as')","('DT', 'the')","('JJ', 'electrical')","('NN', 'activity')"
"('NN', 'activity')","('IN', 'of')","('DT', 'the')","('NN', 'brain')","(',', ',')"
"('CC', 'or')","('VBN', 'run')","('DT', 'the')","('NN', 'train')","('NN', 'nomatter')"
"('IN', 'from')","('NN', 'hearing')","('DT', 'the')","('JJ', 'big')","('NN', 'sound')"
"('NNP', 'Berin')","(',', ',')","('DT', 'the')","('NN', 'company')","(',', ',')"
"('JJ', 'complaint')","('IN', 'about')","('DT', 'the')","('NN', 'noise')","('IN', 'that')"
"('TO', 'to')","('VB', 'solve')","('DT', 'the')","('NN', 'noise')","('NN', 'pollution')"
"('RB', 'even')","('IN', 'though')","('DT', 'the')","('NN', 'work')","('VBZ', 'makes')"
"('VBG', 'living')","('IN', 'in')","('DT', 'the')","('NN', 'world')","('IN', 'of')"
"('CC', 'and')","('VBG', 'interupting')","('DT', 'the')","('JJ', 'other')","('NN', 'living')"
"('MD', 'will')","('VB', 'do')","('DT', 'the')","('JJ', 'comparative')","('NN', 'study')"
"('NNS', 'articles')","('IN', 'about')","('DT', 'the')","('NN', 'noise')","('NNS', 'effects')"
"('NNS', 'sounds')","('IN', 'in')","('DT', 'the')","('NNP', 'workplace.')","(""''"", ""''"")"
"('IN', 'for')","('NN', 'absorbing')","('DT', 'the')","('NN', 'noise')","('IN', 'from')"
"(',', ',')","('RB', 'scientifically')","('DT', 'the')","('NN', 'limit')","('VBZ', 'is')"
"('VBG', 'Working')","('IN', 'in')","('DT', 'the')","('NN', 'environment')","('WDT', 'which')"
"('VBP', 'are')","('VBG', 'violating')","('DT', 'the')","('NN', 'limit')","('IN', 'of')"
"('JJ', 'resentful')","('IN', 'about')","('DT', 'the')","('NN', 'cause')","('IN', 'of')"
"('NN', 'cause')","('IN', 'of')","('DT', 'the')","('NN', 'noise')","(',', ',')"
"('IN', 'So')","(',', ',')","('DT', 'the')","('JJ', 'main')","('NN', 'thing')"
"('MD', 'should')","('VB', 'follow')","('DT', 'the')","('NN', 'rule')","('IN', 'of')"
"('DT', 'this')","('NN', 'situation')","('DT', 'the')","('NN', 'production')","('IN', 'of')"
"('JJ', 'such')","('IN', 'as')","('DT', 'the')","('JJ', 'electric')","('NN', 'activity')"
"('TO', 'to')","('VB', 'increase')","('DT', 'the')","('NN', 'transpotation')","('NN', 'system')"
"('IN', 'by')","('NN', 'day')","('DT', 'the')","('NN', 'public')","('NNS', 'buses')"
"('NNP', 'Divisiopn')","('IN', 'that')","('DT', 'the')","('NNS', 'people')","('MD', 'could')"
"('RB', 'well')","('IN', 'near')","('DT', 'the')","('NN', 'bus')","('NN', 'depo')"
"('IN', 'as')","('WRB', 'where')","('DT', 'the')","('NN', 'bus')","('MD', 'should')"
"('CC', 'and')","('VBG', 'making')","('DT', 'the')","('JJ', 'high')","('NN', 'noise')"
"('RB', 'not')","('NN', 'control')","('DT', 'the')","('NN', 'noise')","('NN', 'level')"
"('TO', 'to')","('NN', 'control')","('DT', 'the')","('NN', 'sound')","('NN', 'pollution')"
"('IN', 'about')","('VBG', 'using')","('DT', 'the')","('NN', 'sound')","('NN', 'system')"
"('VBG', 'Duing')","('TO', 'to')","('DT', 'the')","('NN', 'economy')","('NN', 'growth')"
"('NN', 'growth')","('CC', 'and')","('DT', 'the')","('NN', 'population')","('VBD', 'increased')"
"('RB', 'quickly')","(',', ',')","('DT', 'the')","('NN', 'problem')","('IN', 'of')"
"('NN', 'problem')","('IN', 'of')","('DT', 'the')","('NN', 'pollution')","('NN', 'become')"
"(',', ',')","('RB', 'especiallly')","('DT', 'the')","('NN', 'matter')","('VBZ', 'is')"
"('RB', 'not')","('VB', 'decrease')","('DT', 'the')","('NNS', 'stresses')","('IN', 'in')"
"(',', ',')","('VBG', 'facing')","('DT', 'the')","('NN', 'noice')","('NN', 'pollution')"
"('VBP', 'live')","('IN', 'in')","('DT', 'the')","('NN', 'environment')","('IN', 'that')"
"('PRP', 'us')","('IN', 'on')","('DT', 'the')","('NN', 'lifestyle')","('.', '.')"
"('RB', 'away')","('IN', 'from')","('DT', 'the')","('NN', 'noise')","('NNS', 'plcaces')"
"('NN', 'Everyone')","('NNS', 'uses')","('DT', 'the')","('NN', 'phone')","('TO', 'to')"
"('VBZ', 'is')","('RB', 'not')","('DT', 'the')","('NN', 'matter')","('IN', 'of')"
"('JJ', 'harmful')","('IN', 'on')","('DT', 'the')","('JJ', 'long')","('NN', 'term')"
"('RB', 'away')","('IN', 'from')","('DT', 'the')","('NNS', 'resources')","('IN', 'of')"
"('NN', 'hand')","(',', ',')","('DT', 'the')","('NN', 'noise')","('NN', 'pollution')"
"('NNS', 'people')","('IN', 'in')","('DT', 'the')","('NN', 'workplace')","('VBP', 'have')"
"('JJ', 'full')","('IN', 'of')","('DT', 'the')","('NN', 'sound')","('IN', 'of')"
"('JJ', 'music')","('CC', 'and')","('DT', 'the')","('NN', 'communication')","('IN', 'of')"
"('NN', 'time')","(',', ',')","('DT', 'the')","('NN', 'alarm')","('IN', 'of')"
"('NN', 'alarm')","('IN', 'of')","('DT', 'the')","('NN', 'train')","('VBG', 'going')"
"('NN', 'result')","('IN', 'of')","('DT', 'the')","('NNS', 'issues')","(',', ',')"
"('MD', 'can')","('VB', 'influence')","('DT', 'the')","('NN', 'effeciency')","('IN', 'because')"
"('IN', 'because')","('IN', 'of')","('DT', 'the')","('NN', 'noise')","('NN', 'pollution')"
"('NN', 'year')","('CC', 'and')","('DT', 'the')","('NNS', 'industries')","('VBP', 'provide')"
"('NNS', 'industries')","('VBP', 'provide')","('DT', 'the')","('NN', 'machinethat')","('MD', 'can')"
"('MD', 'can')","('VB', 'reduce')","('DT', 'the')","('NN', 'noise')","('IN', 'for')"
"('NN', 'conclusion')","(',', ',')","('DT', 'the')","('NN', 'effect')","('IN', 'of')"
"('TO', 'to')","('VB', 'change')","('DT', 'the')","('NN', 'pressure')","('IN', 'into')"
"('MD', 'should')","('VB', 'gain')","('DT', 'the')","('NN', 'attention')","('TO', 'to')"
"('VBG', 'dealing')","('IN', 'with')","('DT', 'the')","('NN', 'noise')","('NN', 'pollution')"
"('NNP', 'Fisher')","(',', ',')","('DT', 'the')","('NN', 'author')","('IN', 'of')"
"('NN', 'author')","('IN', 'of')","('DT', 'the')","('NN', 'article')","('``', '``')"
"('MD', 'can')","('VB', 'enjoy')","('DT', 'the')","('NN', 'noise')","('IN', 'at')"
"('NNS', 'people')","('VBP', 'hear')","('DT', 'the')","('NN', 'noise')","('RB', 'passively')"
"('NNS', 'constructions')","(',', ',')","('DT', 'the')","('NN', 'noise')","('MD', 'should')"
"('NNS', 'goverments')","('CC', 'or')","('DT', 'the')","('JJ', 'traffic')","('NNS', 'companies')"
"('NNS', 'shutters')","('TO', 'to')","('DT', 'the')","('NNS', 'residents')","('VBZ', 'is')"
"('JJR', 'lower')","('IN', 'than')","('DT', 'the')","('JJ', 'quiet')","('NNS', 'places')"
"('VBZ', 'is')","('RB', 'not')","('DT', 'the')","('NN', 'issue')","('IN', 'of')"
"('NN', 'issue')","('IN', 'of')","('DT', 'the')","('NNS', 'residents')","('WP', 'who')"
"('WP', 'who')","('RB', 'hear')","('DT', 'the')","('NN', 'noise')","('RB', 'passively')"
"('NN', 'work')","('IN', 'at')","('DT', 'the')","('NN', 'sight')","('WRB', 'where')"
"('NNS', 'people')","('VBP', 'hear')","('DT', 'the')","('NN', 'noise')","('TO', 'to')"
"('VB', 'happen')","('IN', 'in')","('DT', 'the')","('JJ', 'electrical')","('NN', 'activity')"
"('NN', 'activity')","('IN', 'of')","('DT', 'the')","('NN', 'brain')","(',', ',')"
"('TO', 'to')","('VB', 'cure')","('DT', 'the')","('NNS', 'people')","('WP', 'who')"
"('NN', 'night')","(',', ',')","('DT', 'the')","('NNS', 'changes')","('MD', 'may')"
"('VBN', 'reduced')","(',', ',')","('DT', 'the')","('NNS', 'mistakes')","('CC', 'or')"
"('NNP', 'Berlin')","(',', ',')","('DT', 'the')","('NN', 'author')","('IN', 'of')"
"('NN', 'author')","('IN', 'of')","('DT', 'the')","('NN', 'article')","('``', '``')"
"('VBG', 'idling')","('IN', 'of')","('DT', 'the')","('NNS', 'buses')","('.', '.')"
"('NNP', 'Think')","('IN', 'about')","('DT', 'the')","('NN', 'needness')","('CC', 'and')"
"('NNS', 'buses')","(',', ',')","('DT', 'the')","('NNS', 'residents')","('IN', 'of')"
"('TO', 'To')","('VB', 'keep')","('DT', 'the')","('JJ', 'mutual')","('NNS', 'benefits')"
"('TO', 'to')","('VB', 'acquire')","('DT', 'the')","('JJ', 'comfortable')","('NNS', 'lives')"
"('CC', 'and')","('VB', 'protect')","('DT', 'the')","('NNS', 'people')","('IN', 'at')"
"('NNS', 'people')","('IN', 'at')","('DT', 'the')","('JJ', 'same')","('NN', 'time')"
"('VBP', 'have')","('VBN', 'changed')","('DT', 'the')","('NN', 'world')","('.', '.')"
"('VBP', 'learnt')","('IN', 'from')","('DT', 'the')","('NN', 'story')","(',', ',')"
"('NN', 'story')","(',', ',')","('DT', 'the')","('JJ', 'industrial')","('NN', 'revolution')"
"('NN', 'revolution')","('VBD', 'was')","('DT', 'the')","('JJ', 'key')","('TO', 'to')"
"('JJ', 'key')","('TO', 'to')","('DT', 'the')","('NN', 'development')","('IN', 'of')"
"('NN', 'development')","('IN', 'of')","('DT', 'the')","('NN', 'world')","('.', '.')"
"(',', ',')","('CC', 'and')","('DT', 'the')","('NN', 'government')","('MD', 'should')"
"('MD', 'should')","('VB', 'punish')","('DT', 'the')","('NNS', 'companies')","('WDT', 'which')"
"('NN', 'noise')","('IN', 'above')","('DT', 'the')","('NNS', 'limits')","('IN', 'by')"
"('VBZ', 'explains')","('IN', 'that')","('DT', 'the')","('NN', 'time')","('CC', 'and')"
"('NN', 'time')","('CC', 'and')","('DT', 'the')","('NN', 'level')","('NN', 'noise')"
"('WDT', 'which')","('NN', 'define')","('DT', 'the')","('NN', 'kind')","('IN', 'of')"
"('NN', 'kind')","('IN', 'of')","('DT', 'the')","('NN', 'hearing')","('NN', 'problem')"
"('VBG', 'according')","('TO', 'to')","('DT', 'the')","('NN', 'level')","('CC', 'and')"
"('NN', 'time')","('IN', 'of')","('DT', 'the')","('NN', 'exposure')","('.', '.')"
"('NN', 'addition')","(',', ',')","('DT', 'the')","('NN', 'noise')","('NN', 'pollution')"
"('NN', 'reduction')","('IN', 'of')","('DT', 'the')","('JJ', 'apptite')","('IN', 'that')"
"('MD', 'should')","('VB', 'have')","('DT', 'the')","('NN', 'limit')","('IN', 'from')"
"('VBP', 'mean')","(',', ',')","('DT', 'the')","('NN', 'driver')","('MD', 'should')"
"('TO', 'to')","('VB', 'follow')","('DT', 'the')","('NN', 'stright')","('NNS', 'rules')"
"('NNS', 'residents')","('IN', 'from')","('DT', 'the')","('NN', 'leafy')","('NN', 'neighborhood')"
"('VBN', 'worried')","('IN', 'about')","('DT', 'the')","('JJ', 'extensive')","('NN', 'noise')"
"('RB', 'early')","('IN', 'in')","('DT', 'the')","('NN', 'morning')","('.', '.')"
"('JJ', 'important')","('IN', 'that')","('DT', 'the')","('NNS', 'drivers')","('VBP', 'follow')"
"('NNS', 'drivers')","('VBP', 'follow')","('DT', 'the')","('NNS', 'rules')","('IN', 'in')"
"('NN', 'pollution')","(',', ',')","('DT', 'the')","('NN', 'government')","('MD', 'should')"
"('MD', 'should')","('VB', 'punish')","('DT', 'the')","('NNS', 'companies')","('WDT', 'which')"
"('NN', 'pollution')","('IN', 'above')","('DT', 'the')","('NNS', 'limits')","('VBD', 'regulated')"
"('VBZ', 'explains')","('IN', 'that')","('DT', 'the')","('NN', 'noise')","('IN', 'in')"
"('NN', 'noise')","('IN', 'in')","('DT', 'the')","('NN', 'leafy')","('NN', 'neibhborhood')"
"('VBZ', 'is')","('IN', 'above')","('DT', 'the')","('NN', 'limit')","('VBD', 'regulated')"
"('RB', 'Thus')","(',', ',')","('DT', 'the')","('NN', 'government')","('MD', 'should')"
"('MD', 'should')","('VB', 'force')","('DT', 'the')","('NNS', 'companies')","('TO', 'to')"
"('PRP$', 'their')","('NNS', 'employees')","('DT', 'the')","('NN', 'time')","('IN', 'by')"
"('RB', 'only')","('VB', 'guarrantee')","('DT', 'the')","('NNS', 'employees')","('NN', 'safety')"
"('RB', 'not')","('VB', 'follow')","('DT', 'the')","('NNS', 'rules')","(',', ',')"
"(',', ',')","('CC', 'and')","('DT', 'the')","('NN', 'government')","('MD', 'should')"
"('MD', 'should')","('VB', 'punish')","('DT', 'the')","('NNS', 'companies')","('WDT', 'which')"
"('NN', 'noise')","('IN', 'above')","('DT', 'the')","('NNS', 'limits')","('IN', 'by')"
"('NN', 'louder')","('CC', 'and')","('DT', 'the')","('NNS', 'machinies')","('POS', ""'"")"
"('NN', 'pollution')","('IN', 'above')","('DT', 'the')","('NNS', 'limits')","('VBD', 'regulated')"
"('VBN', 'posed')","('IN', 'by')","('DT', 'the')","('NN', 'loud')","('NN', 'noise')"
"('NN', 'activity')","('IN', 'of')","('DT', 'the')","('NN', 'brain')","(',', ',')"
"('NN', 'help')","('VB', 'reduce')","('DT', 'the')","('NN', 'damage')","('IN', 'that')"
"('NNS', 'changes')","('IN', 'in')","('DT', 'the')","('NN', 'law')","('CC', 'or')"
"('NNP', 'Controled')","('NNP', 'With')","('DT', 'the')","('NN', 'development')","('IN', 'of')"
"('NN', 'technology')","(',', ',')","('DT', 'the')","('NNS', 'people')","('POS', ""'s"")"
"('NN', 'life')","('NNS', 'gains')","('DT', 'the')","('NNS', 'benefits')","('VBP', 'becuase')"
"('VBP', 'becuase')","('IN', 'of')","('DT', 'the')","('NN', 'advancesd')","('NNS', 'techniques')"
"('NN', 'development')","(',', ',')","('DT', 'the')","('JJ', 'negative')","('NNS', 'effects')"
"('NNP', 'Fisher')","(',', ',')","('DT', 'the')","('NN', 'author')","('IN', 'of')"
"('NN', 'author')","('IN', 'of')","('DT', 'the')","('NN', 'artice')","('``', '``')"
"(""''"", ""''"")","(',', ',')","('DT', 'the')","('NNS', 'effects')","('IN', 'of')"
"('NN', 'pollution')","('VBZ', 'includes')","('DT', 'the')","('NN', 'hearing')","('NN', 'demage')"
"('NN', 'example')","(',', ',')","('DT', 'the')","('NN', 'noise')","('NN', 'form')"
"('IN', 'because')","('IN', 'of')","('DT', 'the')","('RB', 'extremely')","('VBD', 'loud')"
"('MD', 'can')","('VB', 'shake')","('DT', 'the')","('NN', 'air')","('CC', 'and')"
"('WDT', 'which')","('VBZ', 'is')","('DT', 'the')","('NN', 'reason')","('WRB', 'why')"
"(',', ',')","('RB', 'especially')","('DT', 'the')","('PRP', 'they')","('VBP', 'consider')"
"('PRP', 'they')","('VBP', 'consider')","('DT', 'the')","('NN', 'noise')","('VBZ', 'is')"
"('VBZ', 'reports')","('IN', 'that')","('DT', 'the')","('NNS', 'resudents')","('IN', 'near')"
"('NNS', 'resudents')","('IN', 'near')","('DT', 'the')","('NN', 'bus')","('NN', 'depot')"
"('MD', 'can')","('VB', 'hear')","('DT', 'the')","('NN', 'bus')","('VBG', 'idling')"
"('RB', 'Also')","(',', ',')","('DT', 'the')","('NNS', 'effects')","('IN', 'on')"
"('JJ', 'such')","('IN', 'as')","('DT', 'the')","('NN', 'brain')","('VBG', 'working')"
"('CC', 'and')","('VBD', 'tested')","('DT', 'the')","('NN', 'defferent')","('NN', 'reaction')"
"('DT', 'That')","('VBZ', 'is')","('DT', 'the')","('NN', 'reason')","('WRB', 'why')"
"('TO', 'to')","('VB', 'consider')","('DT', 'the')","('NN', 'solution')","('IN', 'of')"
"('TO', 'to')","('VB', 'solve')","('DT', 'the')","('NN', 'noise')","('NNS', 'problems')"
"('NNS', 'governments')","('VBP', 'build')","('DT', 'the')","('NN', 'barrier')","('IN', 'on')"
"('NN', 'barrier')","('IN', 'on')","('DT', 'the')","('NNS', 'sides')","('IN', 'on')"
"('NNS', 'rouds')","('IN', 'in')","('DT', 'the')","('NNS', 'cities')","('.', '.')"
"('CC', 'and')","('VB', 'block')","('DT', 'the')","('NN', 'spreading')","('IN', 'of')"
"('NN', 'example')","(',', ',')","('DT', 'the')","('NNS', 'drivers')","('MD', 'should')"
"('MD', 'should')","('VB', 'obey')","('DT', 'the')","('NN', 'policy')","('IN', 'that')"
"('MD', 'should')","('VB', 'eliminate')","('DT', 'the')","('NN', 'noise')","('NN', 'pollution')"
"('MD', 'may')","('VB', 'bother')","('DT', 'the')","('JJ', 'other')","('NNS', 'people')"
"(',', ',')","('IN', 'on')","('DT', 'the')","('CD', 'one')","('NN', 'hand')"
"('PRP', 'they')","('VBP', 'have')","('DT', 'the')","('NN', 'right')","('TO', 'to')"
"('TO', 'to')","('VB', 'provide')","('DT', 'the')","('NNS', 'qualities')","('VBD', 'mentioned')"
"('JJ', 'live')","('IN', 'in')","('DT', 'the')","('NN', 'community')","('.', '.')"
"('VB', 'complain')","('IN', 'because')","('DT', 'the')","('NNS', 'residents')","('IN', 'of')"
"('MD', 'could')","('VB', 'hear')","('DT', 'the')","('NN', 'noise')","('IN', 'at')"
"(',', ',')","('VBZ', 'is')","('DT', 'the')","('NNS', 'damages')","('WDT', 'which')"
"('PRP', 'it')","('VBZ', 'is')","('DT', 'the')","('NN', 'organ')","('IN', 'that')"
"('DT', 'some')","('IN', 'of')","('DT', 'the')","('NN', 'noise')","('NN', 'pollution')"
"('CC', 'either')","('IN', 'during')","('DT', 'the')","('NN', 'night')","('CC', 'or')"
"('NNS', 'stories')","('IN', 'from')","('DT', 'the')","('NN', 'middle')","('NNS', 'ages')"
"('NNS', 'ages')","('IN', 'on')","('DT', 'the')","('NN', 'medieval')","('NNP', 'Europe')"
"('VBN', 'caused')","('IN', 'by')","('DT', 'the')","('NN', 'hit')","('IN', 'of')"
